esco_id,onet_job_zone,onet_job_zone_label,onet_job_zone_est
01989dd8-36c0-43cc-a82d-2bfc409de9c4,4.0,Considerable Preparation Needed,llm
01a83071-6533-4675-b2da-f0c6d02669f5,2.0,Some Preparation Needed,minimum
01bcac9f-7881-4664-bd63-dea700e3b117,4.0,Considerable Preparation Needed,minimum
01d74409-5303-4b5c-8925-0cc21c4da8ee,4.0,Considerable Preparation Needed,llm
01da600c-ddb3-4a37-95e9-5301b459ae90,2.0,Some Preparation Needed,unique
01ffb917-98dc-48c1-91ad-93c4104e791d,3.0,Medium Preparation Needed,minimum
021663ca-a367-472e-a1f0-6d8ab5b2d860,2.0,Some Preparation Needed,llm
02375132-3290-4221-bf55-d93ec61a3bf3,2.0,Some Preparation Needed,unique
02447817-ea01-4d8b-b09c-8bc128e447e6,2.0,Some Preparation Needed,minimum
0249b723-1d20-4ff9-8623-d20b98d0b4a4,4.0,Considerable Preparation Needed,unique
02609ece-cea3-43fa-bf38-b6fb821f28b2,4.0,Considerable Preparation Needed,llm
026401a9-7d56-4d7b-8052-38985ddbeafa,2.0,Some Preparation Needed,unique
0264b794-3771-47aa-a675-78bf13b62ee7,2.0,Some Preparation Needed,minimum
026a5233-cad9-4b1d-8852-22c2685ab34e,2.0,Some Preparation Needed,minimum
029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,2.0,Some Preparation Needed,unique
02b5b7b0-b856-4ac7-924c-8c35c7880b2a,2.0,Some Preparation Needed,minimum
02bd7cac-8263-4425-b03d-19001ffe8787,4.0,Considerable Preparation Needed,unique
02d4f153-8e43-444d-8bd4-8171d49eab12,2.0,Some Preparation Needed,minimum
02e19186-458f-40eb-9e78-31c656d12ac7,4.0,Considerable Preparation Needed,unique
02e94cd6-8e6d-4e9b-b695-edb460c70528,3.0,Medium Preparation Needed,unique
02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,3.0,Medium Preparation Needed,minimum
02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,4.0,Considerable Preparation Needed,unique
02f26b2f-879c-4811-8381-65e8dd3f4a16,4.0,Considerable Preparation Needed,unique
02ff199e-38b3-45fd-b659-68846cfeeb92,3.0,Medium Preparation Needed,minimum
032d4115-03ec-49c9-853d-678f8a41969b,4.0,Considerable Preparation Needed,unique
034cad59-e666-4770-a7ef-a337257f8072,4.0,Considerable Preparation Needed,unique
03632d98-0ae3-4dd2-941c-3b48de9a0219,4.0,Considerable Preparation Needed,llm
0368c4d4-94cf-4168-a84d-283a25880e0d,4.0,Considerable Preparation Needed,unique
036dc42f-bd4d-4533-a3cc-fcd313227ce3,2.0,Some Preparation Needed,minimum
03b2f112-a891-461d-a8d4-effb9dcf2df6,4.0,Considerable Preparation Needed,unique
03b55cb5-9735-4582-8e20-2b1cb76635cb,4.0,Considerable Preparation Needed,llm
03b9d7c4-9590-4e0d-97a7-470254e165d4,2.0,Some Preparation Needed,unique
03d79393-7b30-4159-945b-01963eddd302,4.0,Considerable Preparation Needed,unique
03e02554-15d1-4697-960c-8909e7d36f7e,2.0,Some Preparation Needed,minimum
040f62f5-d570-4d3f-b732-c8ea4afc2738,3.0,Medium Preparation Needed,unique
040fcfa5-24be-43eb-afd5-828297175b16,2.0,Some Preparation Needed,unique
044d78cc-f62f-4532-83a5-8e04f2889652,2.0,Some Preparation Needed,minimum
0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,2.0,Some Preparation Needed,llm
045f05f2-4ff8-46b2-9d08-e12a81657498,2.0,Some Preparation Needed,minimum
0464b062-cea6-4164-b10d-956c61956ae7,4.0,Considerable Preparation Needed,minimum
046574a1-9bb3-4a80-8a7b-83dc7db1dae2,3.0,Medium Preparation Needed,llm
047108c3-f987-40a4-bef0-f2b3407ec16a,3.0,Medium Preparation Needed,minimum
0477b9b0-8d2d-4eec-aaad-bac11092e98b,2.0,Some Preparation Needed,unique
04849c5c-9236-4a75-aabb-11c6d03e459c,3.0,Medium Preparation Needed,llm
04b52c04-0620-4558-8f89-e252de2963ff,4.0,Considerable Preparation Needed,unique
04ba4d6c-957d-417f-bf63-5b9e015a9f86,3.0,Medium Preparation Needed,minimum
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,4.0,Considerable Preparation Needed,llm
0552ff45-b282-455c-b431-fb05a0e00801,4.0,Considerable Preparation Needed,unique
0561328b-875b-4ae2-9ba1-9af9049aef01,2.0,Some Preparation Needed,minimum
056bef79-c125-47ab-b6b9-8eed05c9458c,2.0,Some Preparation Needed,minimum
056f1849-7ff8-4d6f-9b8a-176a610bba44,2.0,Some Preparation Needed,unique
0599d0e7-398f-464b-97bb-427686f27d50,3.0,Medium Preparation Needed,llm
05a06850-d465-481e-9d68-792d4ad1da3e,4.0,Considerable Preparation Needed,unique
05a55bb3-68d6-4ff0-83fd-46a68a45a598,3.0,Medium Preparation Needed,minimum
05ae3e87-36ad-428f-a086-8a2ed458db3b,2.0,Some Preparation Needed,unique
05ebeb56-6ceb-488d-ba91-ed15088efc8e,2.0,Some Preparation Needed,minimum
05f321f8-055b-407d-bf19-e0ddabda56b7,2.0,Some Preparation Needed,minimum
05f6eaeb-b285-46bd-a44a-225bd429e329,1.0,Little or No Preparation Needed,minimum
0611f232-b30e-46c7-9c26-2d59b1448e79,5.0,Extensive Preparation Needed,unique
061f56c6-36eb-4aa7-b5ef-98b7a569da1c,2.0,Some Preparation Needed,minimum
062d666b-8b5f-4ff2-9047-113831eb3e9f,2.0,Some Preparation Needed,unique
0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,5.0,Extensive Preparation Needed,unique
06351e17-67c4-44bc-adf7-64b73f92c3b5,4.0,Considerable Preparation Needed,unique
06461fc3-1274-40a1-9322-dfc2753f5eea,2.0,Some Preparation Needed,llm
0663d464-f139-4554-ae87-97aa6c4dad77,2.0,Some Preparation Needed,minimum
0663da10-e42c-41e8-992c-07d00ac97bea,3.0,Medium Preparation Needed,unique
066a9d8f-3948-409c-a3cf-ed8ed37cfe22,2.0,Some Preparation Needed,llm
066fe11d-10e4-4fec-bd27-3e78797500b9,2.0,Some Preparation Needed,unique
068370e0-9c27-4814-87d0-44fbb3140815,4.0,Considerable Preparation Needed,unique
068c2787-58ff-468e-bbb6-c4e5dd6ee482,4.0,Considerable Preparation Needed,minimum
068df7d1-516f-4829-b339-294cb0cf6318,4.0,Considerable Preparation Needed,llm
06ac0f53-431e-4bc6-acb8-2f5da041b5d3,3.0,Medium Preparation Needed,unique
06bd6285-13ed-4ea7-90cc-e9638a0600a9,3.0,Medium Preparation Needed,unique
06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184,3.0,Medium Preparation Needed,unique
070e94a8-a933-4557-9b95-fefe7f4f1763,4.0,Considerable Preparation Needed,llm
072279cf-ed39-47e7-af23-ee6df571eb24,3.0,Medium Preparation Needed,minimum
0752ed49-03e7-4d75-8314-a051b3771a1d,4.0,Considerable Preparation Needed,unique
075e4d25-74b3-46fb-9b6e-6b53cdb196e7,2.0,Some Preparation Needed,minimum
0763c810-8ac6-4e39-867d-780a11af26e0,3.0,Medium Preparation Needed,unique
076d23f3-a689-4f1a-8b55-ae870c9aaa85,4.0,Considerable Preparation Needed,minimum
07b91f36-8272-493a-8e1c-5625e77efe68,3.0,Medium Preparation Needed,unique
07ba3429-cccd-435b-a7d0-c02ba962bbd9,2.0,Some Preparation Needed,unique
07bd65d7-c13f-443a-bdf6-88903f3822be,5.0,Extensive Preparation Needed,minimum
07c2287f-3caa-4128-b7c8-59801084d931,3.0,Medium Preparation Needed,llm
07d4a2fa-e278-4f32-8cf9-9c01fc660369,2.0,Some Preparation Needed,unique
07dfff6d-a0d0-4202-a697-fe9176c15999,4.0,Considerable Preparation Needed,unique
07e60525-1aad-4099-aaf3-2c7014c92212,3.0,Medium Preparation Needed,unique
0809ea8a-4f77-4351-a7f1-b9a7b99b6c0b,4.0,Considerable Preparation Needed,unique
080bce18-066b-4431-90ed-e07608f73fe0,2.0,Some Preparation Needed,llm
080fc550-b7ca-4576-aaf5-06fffbede994,3.0,Medium Preparation Needed,minimum
082c234c-0dda-490a-b5af-757c3e48da90,2.0,Some Preparation Needed,unique
08984bec-31d8-4bb0-aa2f-d557761ff029,5.0,Extensive Preparation Needed,minimum
08edf4c5-3551-4690-9d09-f9b8b9194c90,3.0,Medium Preparation Needed,llm
08f5481e-9233-4ef2-9e4b-945224879ce5,3.0,Medium Preparation Needed,llm
0917ab6b-18a8-4cfd-8e7a-843b88cf9457,4.0,Considerable Preparation Needed,llm
092fdeeb-a76f-4ed2-b248-90fd6eaaffef,4.0,Considerable Preparation Needed,minimum
094b9f9b-7e89-4f34-adbb-fbaf7246f7a4,1.0,Little or No Preparation Needed,unique
094e04fd-3039-4615-850b-b232794f84f5,3.0,Medium Preparation Needed,llm
095169ac-feee-4fcf-bff7-222ab6d84bc4,4.0,Considerable Preparation Needed,unique
0959cd1d-f6c8-4362-939a-ad7d5f75d659,5.0,Extensive Preparation Needed,minimum
099a901f-91a7-4d26-af2e-f385247dcf20,2.0,Some Preparation Needed,unique
099c6bb0-22d3-4c5d-8bf5-70910af381ef,2.0,Some Preparation Needed,minimum
09a40a9a-2b60-422c-abe4-96d829bc27df,4.0,Considerable Preparation Needed,unique
09a9a956-db70-436f-8398-d85a17f6cdfe,4.0,Considerable Preparation Needed,unique
09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1,3.0,Medium Preparation Needed,llm
09e070ce-0afe-40bb-be90-530e5d42cdbd,3.0,Medium Preparation Needed,unique
0a3c2d5b-e1f9-4200-9288-62bf3fed3310,2.0,Some Preparation Needed,llm
0a5001af-ce4b-4787-92e8-62af70089e53,2.0,Some Preparation Needed,unique
0a5356bc-7f81-4e40-971d-c1dc789c5fb4,2.0,Some Preparation Needed,unique
0a7b874b-e5c0-4dea-8b88-dadba9efee1d,4.0,Considerable Preparation Needed,unique
0a7e24a8-19bd-4b45-83f0-f05d8fedf62d,2.0,Some Preparation Needed,unique
0a94df75-6e31-4277-a326-1b01e56b6cb3,3.0,Medium Preparation Needed,unique
0a9eb24a-13e7-4847-8f6e-a776771ac96b,3.0,Medium Preparation Needed,unique
0ab5c12c-c1c1-4772-8345-aa287d0e391d,4.0,Considerable Preparation Needed,unique
0ab64770-9fd7-4baf-8abf-b1ac0e1538ba,2.0,Some Preparation Needed,unique
0ab77768-9031-4ccc-9ab8-1f73cbb36bc7,2.0,Some Preparation Needed,unique
0abed785-00f8-4692-9f5f-f2b56efdb829,5.0,Extensive Preparation Needed,unique
0ac8fe65-32e6-4c25-8345-2b87bc7b2698,3.0,Medium Preparation Needed,minimum
0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,3.0,Medium Preparation Needed,unique
0b14d5d7-1bbe-4403-b9e6-7b0f37fc44fc,2.0,Some Preparation Needed,minimum
0b15375e-dfdd-4047-9efb-096e0aaee7d2,2.0,Some Preparation Needed,unique
0b1d8dcb-d941-4d79-99bf-fc10c1806c43,5.0,Extensive Preparation Needed,llm
0b2d3242-22a3-4de5-bd29-efd39cdf2c31,5.0,Extensive Preparation Needed,unique
0b5dfc02-b825-4445-811d-d39ed442657e,3.0,Medium Preparation Needed,unique
0b5e4142-90ad-48a6-8407-ed47b2664954,2.0,Some Preparation Needed,minimum
0b6e1a0d-63fe-42d4-8dff-2ff187a9fea9,3.0,Medium Preparation Needed,unique
0ba06640-e0ac-4911-9e43-289a8e41651e,4.0,Considerable Preparation Needed,minimum
0ba95ace-bdf5-4ee6-92af-32e1ec9c0de6,3.0,Medium Preparation Needed,unique
0bce6d52-a45e-4826-91ea-68976f1b9d1c,4.0,Considerable Preparation Needed,llm
0bf5d25a-2b4d-43b5-b053-beeb210fa43a,5.0,Extensive Preparation Needed,minimum
0bf68df5-e808-4c27-abf2-6f85440f2d7f,2.0,Some Preparation Needed,minimum
0c041d1e-1841-4acb-b0a1-2c387a61bf65,3.0,Medium Preparation Needed,minimum
0c328e98-6e4e-4e96-b99c-56851e666ad0,2.0,Some Preparation Needed,minimum
0c3672ed-450b-4fcd-a3d0-579a10004486,3.0,Medium Preparation Needed,llm
0c408028-c48f-4df8-ba5d-c3d3be15f5a2,2.0,Some Preparation Needed,minimum
0c448a27-10ec-43ba-b880-d9938bade424,4.0,Considerable Preparation Needed,unique
0c7c9606-fde3-4658-8136-8fe0c9b8bd09,3.0,Medium Preparation Needed,unique
0c849f7b-fa3b-4faf-8501-0e50cd200ba1,2.0,Some Preparation Needed,unique
0cbfa809-2d71-44e5-b736-c4da3c8fe09d,4.0,Considerable Preparation Needed,unique
0cca32c2-9308-4927-adb2-14771ab787f0,4.0,Considerable Preparation Needed,unique
0cd0082a-ca15-4dcd-b352-b7600c916d8e,2.0,Some Preparation Needed,unique
0cd729a6-ed11-4338-ac4b-d4b924390128,5.0,Extensive Preparation Needed,minimum
0ce5a9f4-e00a-4bbe-b255-3c63407167a4,4.0,Considerable Preparation Needed,minimum
0d21a30d-25d9-427b-b8e4-339408425ff5,4.0,Considerable Preparation Needed,unique
0d423a2e-6fb7-4704-8544-bd6c522b3c62,4.0,Considerable Preparation Needed,unique
0d442b70-5413-4820-bebf-36dd5ce437ac,3.0,Medium Preparation Needed,unique
0d595b87-a1fc-410c-abbe-88b92cb0d334,5.0,Extensive Preparation Needed,unique
0d61e7e7-afde-49ca-b554-4633842be030,2.0,Some Preparation Needed,unique
0d6bb2cc-06b0-481c-b553-2a973be03254,3.0,Medium Preparation Needed,unique
0d7ae791-653e-4297-9f61-8bad87f61d57,4.0,Considerable Preparation Needed,unique
0d93706d-32fd-4de3-aa08-be1003e325da,4.0,Considerable Preparation Needed,minimum
0d9eed6b-4908-4112-bf37-ae08e2f0f326,2.0,Some Preparation Needed,unique
0da2ee5c-b480-498f-97a8-a292a0f4c54c,3.0,Medium Preparation Needed,minimum
0da51178-e386-4534-ae71-15ba789ad756,1.0,Little or No Preparation Needed,unique
0da75680-fbf9-44d8-802a-ac12eb425a34,4.0,Considerable Preparation Needed,unique
0dae04a4-fa4c-40d3-8518-122cc0f7bfcf,2.0,Some Preparation Needed,unique
0dce2f9b-eda5-4dc4-ba74-36eeed8c9a44,2.0,Some Preparation Needed,llm
0dd7e6cd-2e5a-4fae-9ce0-6a3622d4019f,3.0,Medium Preparation Needed,minimum
0ddbf393-38f1-4c22-b14c-fe775008f321,4.0,Considerable Preparation Needed,unique
0deaceea-69d8-4304-bc80-0b3d0491a241,5.0,Extensive Preparation Needed,unique
0e09c42d-bff2-4c35-8e1f-639a6dddaa5d,2.0,Some Preparation Needed,unique
0e216d47-fc12-43e9-8953-ad8ba11f4b96,4.0,Considerable Preparation Needed,unique
0e68f523-3206-4896-b725-44150dd22057,3.0,Medium Preparation Needed,unique
0e99c929-364f-4b0a-8a64-2aab42420f00,4.0,Considerable Preparation Needed,minimum
0ea36a48-a27d-4515-b61f-3cab395cf60f,3.0,Medium Preparation Needed,unique
0ea5fdff-074c-4094-98b9-04432361e4d9,2.0,Some Preparation Needed,minimum
0ec62c2e-30c9-434e-bf36-5277a0840450,3.0,Medium Preparation Needed,llm
0ecedad1-1144-45ff-83db-a3c4db393036,4.0,Considerable Preparation Needed,minimum
0ededdc2-050a-4ec3-8e70-6295105fcd19,2.0,Some Preparation Needed,minimum
0ee5a71a-3c85-48af-bf81-824d3561737a,2.0,Some Preparation Needed,unique
0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,4.0,Considerable Preparation Needed,unique
0eebf6d2-af43-4a18-b4b7-668fb6433b42,3.0,Medium Preparation Needed,unique
0f086907-96a6-4e88-bf00-a84295125a6a,4.0,Considerable Preparation Needed,minimum
0f2c04f1-9001-4a77-884f-1ea16949f6f6,3.0,Medium Preparation Needed,llm
0f5b4653-50b2-413a-826d-39d447480c21,3.0,Medium Preparation Needed,minimum
0f5cc4eb-925d-4b99-be6d-b0964a253a9a,3.0,Medium Preparation Needed,minimum
0f63619d-63ea-4345-81f5-4673353fe8d2,2.0,Some Preparation Needed,minimum
0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef,3.0,Medium Preparation Needed,unique
0f845e64-de8b-431e-9fe3-1bccf8e1c5b9,5.0,Extensive Preparation Needed,unique
0f898624-9b89-41ba-adcf-9360ade85a62,4.0,Considerable Preparation Needed,unique
0f905036-055f-41d9-b292-e3c02617a193,2.0,Some Preparation Needed,llm
0fc6c577-7d5d-4bcd-8ce8-4a4114d6a809,2.0,Some Preparation Needed,llm
0fdc5efb-d38e-4019-bede-0ce55404549d,2.0,Some Preparation Needed,minimum
1009be17-7efd-45f1-a033-566bf179c588,2.0,Some Preparation Needed,minimum
10291962-c0c7-4e5b-a7ed-0762b4d9b010,5.0,Extensive Preparation Needed,llm
102e75c8-3b47-4964-9b47-30a980aed25c,4.0,Considerable Preparation Needed,unique
103aaf7a-48da-4e25-99fc-5cf1ee1388b1,3.0,Medium Preparation Needed,unique
1044dedc-81d1-48b6-96b3-ced5393b2de1,4.0,Considerable Preparation Needed,llm
10469d70-78a3-4650-9e29-d04de13c62c1,3.0,Medium Preparation Needed,minimum
106f79e4-6264-45f1-9e7a-297435cd684b,4.0,Considerable Preparation Needed,unique
107865e2-ba60-4e4f-b57d-4dd5064f517f,2.0,Some Preparation Needed,unique
107d21c6-973b-411c-89fd-69da48d29ada,4.0,Considerable Preparation Needed,llm
10841c22-0154-48ab-aaca-ce61b9a8e448,3.0,Medium Preparation Needed,llm
1084e2d6-b153-4090-8065-c9231f71d4f0,2.0,Some Preparation Needed,minimum
1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,5.0,Extensive Preparation Needed,unique
109e0a5d-203d-4af6-8f70-692111335ec3,4.0,Considerable Preparation Needed,unique
11103139-4555-4696-b331-1ee581ff9a38,2.0,Some Preparation Needed,unique
114c5a6c-1869-4a67-8ec0-660ec303f8cc,4.0,Considerable Preparation Needed,minimum
114e1eff-215e-47df-8e10-45a5b72f8197,3.0,Medium Preparation Needed,minimum
11695786-9fb7-4895-b161-0480419107e4,3.0,Medium Preparation Needed,minimum
116b4c55-5bd0-41e9-9227-98d7ecffeaf6,5.0,Extensive Preparation Needed,minimum
11830794-108c-48fe-a282-2cd7a2945344,4.0,Considerable Preparation Needed,unique
11833a96-fc27-4b03-a53d-892ac891a2bb,3.0,Medium Preparation Needed,minimum
1185cfe1-49a7-44a7-8dee-45b2f36727f9,4.0,Considerable Preparation Needed,unique
11a6d0f6-e692-4774-aa5f-193b67d31022,5.0,Extensive Preparation Needed,unique
11b6390b-1e48-4903-a5df-d3e04b451a19,4.0,Considerable Preparation Needed,unique
11d72bd6-779a-4643-9962-313833740094,4.0,Considerable Preparation Needed,minimum
11df8941-508c-4103-ad40-52cdf9430a59,5.0,Extensive Preparation Needed,minimum
11e6d39e-1295-40e7-8eea-3eb042bc7e34,2.0,Some Preparation Needed,minimum
11eb55d3-4dbe-45c5-a6ce-f04ae843c938,2.0,Some Preparation Needed,minimum
1209b85e-80f1-490f-a7e1-6ad220bb956d,4.0,Considerable Preparation Needed,llm
12142c2c-9b6f-4e4f-8153-f1a51554e4e0,4.0,Considerable Preparation Needed,unique
1214a616-aaa5-4140-b82e-2cc5028b0fa4,2.0,Some Preparation Needed,minimum
121bd198-af39-4fac-8249-b384910f7bd7,2.0,Some Preparation Needed,minimum
123a195c-103a-4b84-b3fd-6d40dbc15c54,2.0,Some Preparation Needed,minimum
1242d99a-47f1-4a62-b884-33746db8a6ca,4.0,Considerable Preparation Needed,llm
1246764a-ce7c-45e8-9675-e445d145e818,2.0,Some Preparation Needed,unique
12938d1a-eeb2-4b1e-a22b-f0bebeadfb73,2.0,Some Preparation Needed,minimum
12da0bb1-26c8-46eb-9476-797f4f1c441e,2.0,Some Preparation Needed,unique
12dc4509-7d36-46d8-aca0-c147c7ecd806,3.0,Medium Preparation Needed,llm
12f9c0e8-26f4-4f1d-bf04-b16a34d12798,2.0,Some Preparation Needed,minimum
12ff7f9c-c5b5-4d4a-b585-c350dd1400eb,5.0,Extensive Preparation Needed,minimum
1313aeea-63a9-4b4d-82d1-dbe00ff9ed10,5.0,Extensive Preparation Needed,unique
13331bd9-0599-47c0-9812-29650c218de3,4.0,Considerable Preparation Needed,unique
133ab775-f08d-4bc7-8629-89d286180f4e,4.0,Considerable Preparation Needed,llm
13427968-250b-4967-a682-afac5cd0af4f,2.0,Some Preparation Needed,llm
137b1d11-c4bc-4016-89ba-45345d4c71f0,4.0,Considerable Preparation Needed,unique
1391bdf9-bd61-4fb5-91ca-c29036ab2b60,2.0,Some Preparation Needed,minimum
139fba7b-6c1f-40ee-8acf-78f97e57c905,2.0,Some Preparation Needed,unique
13b12b2d-e223-46f5-a6c0-cb77fe37f03a,4.0,Considerable Preparation Needed,unique
13d1b2b4-99dd-44da-9734-c9f74bae18f7,2.0,Some Preparation Needed,unique
13d8b1be-d711-4bbc-a45e-cad605162f41,4.0,Considerable Preparation Needed,unique
13da27aa-ca6a-476d-ab2c-efc9e5bd97b2,2.0,Some Preparation Needed,unique
13e30c08-8834-4e4f-b6f9-89fffed4e310,4.0,Considerable Preparation Needed,llm
14031d4a-6e99-442f-b4fe-18262b6432b2,2.0,Some Preparation Needed,minimum
140613c4-8c3c-43c5-8525-2f63231c95b0,2.0,Some Preparation Needed,unique
143e49fc-832f-477c-8cac-8eabe6fd7bc2,2.0,Some Preparation Needed,unique
146f2c99-3f8b-4856-95ba-3ecfea681809,2.0,Some Preparation Needed,minimum
1488589a-7b83-471d-b094-492f5616f4e0,4.0,Considerable Preparation Needed,unique
149062d6-6496-4004-9c23-93c78b29b5db,2.0,Some Preparation Needed,minimum
14eb2c85-fce5-40b6-bcd0-46ac99994b0d,2.0,Some Preparation Needed,minimum
15151ba4-fbf2-4fd9-8dde-2abbc6ec362c,2.0,Some Preparation Needed,unique
15419750-d6e6-4ab8-a77b-b42794f2e168,3.0,Medium Preparation Needed,llm
15502187-a1da-407a-843b-ce991d5f65fe,2.0,Some Preparation Needed,unique
15620506-fb5d-49cd-87a2-1c9047fb406a,1.0,Little or No Preparation Needed,minimum
1562c7a3-c7d9-419d-b9b6-db26610bcf84,4.0,Considerable Preparation Needed,minimum
158965f1-bd83-441c-bca8-1975b74dedc5,2.0,Some Preparation Needed,unique
15a7e87c-f7d5-4a60-bab7-9636b76143fe,2.0,Some Preparation Needed,unique
15ab8475-549d-48a7-9d4a-5bb310015312,1.0,Little or No Preparation Needed,llm
15cc27b1-7358-48ed-9fb8-69ffe9f1fc98,3.0,Medium Preparation Needed,llm
15d5636f-7714-4697-850a-67b7f7cb3837,2.0,Some Preparation Needed,unique
15dfabf5-71e0-400e-af48-4c6f92ef4392,2.0,Some Preparation Needed,minimum
160c1469-bbb6-48d3-b2a7-db8b30d724b5,4.0,Considerable Preparation Needed,minimum
1619d7f3-7d95-407c-a20e-47745bfcde73,4.0,Considerable Preparation Needed,llm
165f32b8-756a-4ef3-87f1-83fbbdc60db7,2.0,Some Preparation Needed,unique
16605833-c196-48d7-a6f5-bbdebdc353df,4.0,Considerable Preparation Needed,llm
1663e9d9-857b-4efa-9ab6-886c7fc763f6,4.0,Considerable Preparation Needed,unique
16811760-fb2d-42cf-912d-2215f085898f,2.0,Some Preparation Needed,unique
16ad07cd-2fd2-4f93-b442-89918c10bbbf,2.0,Some Preparation Needed,minimum
16b974f4-cb8c-436c-8c05-a16957c40131,2.0,Some Preparation Needed,unique
16bc69b8-5abc-49e4-a860-befb734d54d3,3.0,Medium Preparation Needed,unique
16bf6d6f-64ec-4f80-9070-f81a7b179d53,3.0,Medium Preparation Needed,unique
16cb1f72-3d8c-4404-84ec-9c31fbd7c86c,4.0,Considerable Preparation Needed,unique
16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,2.0,Some Preparation Needed,unique
16e65196-3449-4c88-b379-0aa98f43db2b,3.0,Medium Preparation Needed,minimum
16ec2281-b0b3-4cde-9888-2cb6cc492c25,2.0,Some Preparation Needed,unique
1738173e-ef9c-4222-88c8-b6aa9bad3cf7,5.0,Extensive Preparation Needed,minimum
1739b07b-7e8f-4dcb-bc59-b5ae18f30077,4.0,Considerable Preparation Needed,unique
173a882d-0a14-4919-ac1b-23e8ee8273de,4.0,Considerable Preparation Needed,unique
1765f9b2-8483-490d-8df6-6e39db30ad82,3.0,Medium Preparation Needed,llm
1790c821-c582-4944-8597-d2d4a66f6a6d,4.0,Considerable Preparation Needed,unique
17abb59e-a1f9-4ce8-88b7-569e5413dca9,2.0,Some Preparation Needed,llm
17b29190-6746-4b81-a1d1-8053a5bbc0e9,2.0,Some Preparation Needed,minimum
17c02096-05d6-4a5a-ba93-9f22d68df0d3,3.0,Medium Preparation Needed,llm
17e39591-7137-4960-94c8-8169f7a5d67b,4.0,Considerable Preparation Needed,llm
1801583e-34b3-4c89-97ac-db2a346b4a3e,4.0,Considerable Preparation Needed,unique
1822bfc2-e735-449f-ba00-ca71eb5c062b,3.0,Medium Preparation Needed,minimum
18232485-5f8b-4c53-80f2-3d9f8f9d0e20,3.0,Medium Preparation Needed,unique
183d60f2-277f-47c8-a8c6-f5c8eedba2b0,2.0,Some Preparation Needed,llm
18459eb0-5506-4692-9889-d1f9a2b989eb,2.0,Some Preparation Needed,unique
184e59d7-5646-4fe4-9059-46867ff09574,3.0,Medium Preparation Needed,unique
18552245-3c36-4a52-b4c6-295cabb5c93b,4.0,Considerable Preparation Needed,minimum
186ef31e-f26f-4320-a307-c5f95d6cb284,4.0,Considerable Preparation Needed,llm
187f063b-1002-4d46-9b79-c46b2caedbb3,2.0,Some Preparation Needed,unique
