project_id,record_id,esco_id,esco_label,rank,confidence,needs_manual_review,pad_occupation,pad_activity,pad_skills,pad_quote,pad_section_id
P075941,014,1ff61522-8947-4c95-b589-cb0e0539a62b,energy systems engineer,8,0.7,False,Power systems analyst,Conduct the analytical work for a transmission interconnection between Tanzania and Zambia to support regional grid integration.,"['power system modeling', 'transmission planning studies', 'grid integration analysis', 'data analysis and interpretation', 'stakeholder coordination']","NELSAP is conducting the necessary analytical work for a transmission interconnection between Tanzania and Zambia, to connect the Eastern Africa Power Pool to the Southern Africa Power Pool.",11
P075941,015,86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineer,5,0.7,False,Transmission line engineer,Design and develop interconnecting high-voltage transmission links required to realize regional power trade.,"['high-voltage transmission design', 'route survey and siting', 'electrical power engineering', 'construction supervision', 'environmental compliance']","The establishment of power development options also included the development of a regional transmission network, since for realization of the trade opportunities, interconnecting transmission links will be required.",11
P075941,016,e12f08fb-4748-4388-9489-b647df60332a,hydropower engineer,1,0.75,False,Hydropower project developer,"Develop hydropower resource potential in the Nile Equatorial Lakes region, including project identification and development activities.","['feasibility assessment', 'resource and hydrology assessment', 'project financing structuring', 'environmental and social appraisal', 'stakeholder engagement']",The countries in the NEL Region also will need to develop hydropower resource potential.,11
P075941,017,e12f08fb-4748-4388-9489-b647df60332a,hydropower engineer,1,0.9,False,Hydropower engineer,Provide technical design and development support for the Rusumo Falls hydropower dam as a jointly developed regional investment.,"['dam design', 'hydraulic engineering', 'structural analysis', 'construction oversight', 'environmental mitigation design']",The development of the Rusumo Falls hydropower dam has been of great interest to the NBI countries because it is a flagship regional investment -the first o be jointly developed by the direct beneficiary countries but with the support of the other riparian countries in the Nile Basin.,11
P075941,018,fddb7bd8-f176-4dc8-9d12-32b6072452c9,electric meter technician,1,0.9,False,Metering Technician,Install and replace prepayment electricity meters financed under the World Bank projects.,"['meter installation', 'electrical safety practices', 'meter testing and commissioning', 'customer metering configuration', 'site troubleshooting']","The World Bank is  financing the  acquisition and installation of 15,000 prepayment  meters  under  the  on-going Projet Multisectoriel Eau et Electricit6 Project  (PMIEE)  and another 15,000 prepayment meters  under the  Projet d'Urgence  pour  l'Assistance au  Secteur Energ6tique (PURSE) Project. All new household connections have  prepayment  meters. The credit meters  at  existing household  and  public institution are gradually being  replaced  with prepayment meters.",12
P075941,019,ac37627c-a999-4779-997e-9795cc4f9a3d,power distribution engineer,1,0.78,False,Power Systems Engineer,"Analyze and assess generation, transmission and distribution systems to identify technical and nontechnical losses and propose mitigation measures and loss-reduction targets.","['power system analysis', 'transmission and distribution engineering', 'loss diagnostics', 'data modeling and interpretation', 'technical reporting and recommendations']","EWSA has recently engaged Manitoba Hydro of Canada to (a)  analyse  and assess the  power generation, transmission and distribution systems (110kV down  to  0.4kV) all over  the country  in  view to  reduce  power losses of  the  grid, (b) identify both  technical and nontechnical losses with  a focus  on identifying the  source  of  the losses, and (c) propose immediate and long term measures for  mitigating losses and realistic loss  reduction targets over  the  period from  2012 -2017, including associated costs.",12
P075941,020,91f93dc4-1b71-4053-b6fb-c579ec19303a,procurement department manager,1,0.85,False,Procurement Officer,Manage contracting and procurement of short-term emergency thermal power supply for the utility.,"['public procurement procedures', 'contract negotiation', 'supplier assessment', 'contract management', 'energy procurement planning']","In addition, beginning  in May  2012, EWSA began contracting for  20 MW of, short-term emergency  thermal power from  Aggreko Company.",12
P075941,021,c89afd9a-7dad-4bae-9315-5fcadd9ad8b6,electricity distribution technician,6,0.85,False,Electrical Lineworker,Carry out new household electricity service connections under the Electricity Access Roll-out Program.,"['low-voltage network installation', 'service connection wiring', 'pole and line work', 'site safety and fall protection', 'customer site commissioning']","The numbers of new customer connections are  estimated at  around 80,000 per annum  as per the on-going Electricity Roll-out  Program (EARP)  funded by  IDA, BADEA/Saudi  Fund,  OFID, AFD and GoR.",12
P075941,022,ac37627c-a999-4779-997e-9795cc4f9a3d,power distribution engineer,1,0.8,False,Power Engineer,Serve as a member of the field-based implementation-support team providing technical support for the project's power aspects.,"['power systems analysis', 'electrical grid integration', 'technical oversight', 'field supervision']","The core implementation-support team will consist of a task team leader (TTL), a power engineer, an environmental safeguard specialist, a social-safeguards specialist, a procurement specialist, and a financial-management specialist.",13
P075941,023,4b214899-ed00-4156-b269-a23df0fb1093,environmental protection manager,1,0.9,False,Environmental Safeguard Specialist,Provide environmental safeguard expertise as part of the implementation-support team to address critical safeguard issues.,"['environmental impact assessment', 'mitigation planning', 'environmental monitoring', 'regulatory compliance']","The core implementation-support team will consist of a task team leader (TTL), a power engineer, an environmental safeguard specialist, a social-safeguards specialist, a procurement specialist, and a financial-management specialist.",13
P075941,024,1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,social service consultant,1,0.78,False,Social Safeguards Specialist,Provide social safeguard expertise as part of the implementation-support team to manage resettlement and social impacts.,"['resettlement planning', 'stakeholder engagement', 'social impact assessment', 'grievance mechanisms']","The core implementation-support team will consist of a task team leader (TTL), a power engineer, an environmental safeguard specialist, a social-safeguards specialist, a procurement specialist, and a financial-management specialist.",13
P075941,025,0561328b-875b-4ae2-9ba1-9af9049aef01,procurement category specialist,1,0.88,False,Procurement Specialist,Monitor and support procurement activities as a member of the implementation-support team.,"['public procurement rules', 'bid evaluation', 'contract management', 'procurement monitoring']","The core implementation-support team will consist of a task team leader (TTL), a power engineer, an environmental safeguard specialist, a social-safeguards specialist, a procurement specialist, and a financial-management specialist.",13
P075941,026,5e5b1b61-1351-4d3b-a293-deb3661715dd,financial controller,2,0.86,False,Financial Management Specialist,Provide financial management support as part of the implementation-support team.,"['project financial reporting', 'budget monitoring', 'funds management', 'financial controls']","The core implementation-support team will consist of a task team leader (TTL), a power engineer, an environmental safeguard specialist, a social-safeguards specialist, a procurement specialist, and a financial-management specialist.",13
P075941,027,a005f8a2-2d8a-433e-8d89-13575f822fd4,energy manager,5,0.7,False,Institutional Specialist,Support the core team with institutional expertise in the electricity sector.,"['institutional analysis', 'energy sector knowledge', 'policy advisory', 'stakeholder coordination']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,028,77abfaec-a250-4765-95fa-6091e8da1bba,electromechanical engineer,2,0.88,False,Electromechanical Engineer,Provide electromechanical technical support to the implementation-support team.,"['electromechanical systems', 'equipment commissioning', 'technical inspection', 'maintenance planning']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,029,d7d986e1-7333-431b-9719-0c5c6939e360,civil engineer,2,0.88,False,Civil Engineer,Provide civil engineering support to the implementation-support team for project construction and related works.,"['civil engineering design', 'site supervision', 'construction oversight', 'geotechnical assessment']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,030,1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,social service consultant,3,0.65,False,Resettlement Specialist,Support implementation of resettlement activities and the Resettlement Action Plan as part of the support team.,"['resettlement implementation', 'land acquisition procedures', 'livelihood restoration', 'community consultation']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,031,e12f08fb-4748-4388-9489-b647df60332a,hydropower engineer,2,0.88,False,Hydropower Specialist,Provide hydropower technical support to the implementation-support team.,"['hydropower engineering', 'hydrological analysis', 'plant design review', 'operation planning']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,032,31854d78-3615-43a4-aa3a-c597ecb20ceb,legal consultant,1,0.9,False,Legal Advisor,Provide legal advice and support to the implementation-support team.,"['contract law', 'project legal advisory', 'regulatory review', 'drafting agreements']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,033,fcf9024e-277c-43c7-8ec8-8903e5c9c576,water engineer,1,0.9,False,Water Resources Specialist,Provide water resources expertise to the support team for project water management issues.,"['hydrology analysis', 'water resource management', 'flow modeling', 'environmental water assessment']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,034,9e285322-2cfa-430f-9b66-41be57d698e2,public affairs consultant,1,0.83,False,Communications Specialist,Support communications and stakeholder consultation activities as part of the implementation-support team.,"['stakeholder communication', 'public consultation', 'media engagement', 'information dissemination']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,035,8213b4bc-60ce-4ffc-9e00-9758fb2003c6,monitoring and evaluation officer,1,0.9,False,Monitoring and Evaluation Specialist,Provide monitoring and evaluation support as part of the implementation-support team to review project progress and safeguards implementation.,"['monitoring and evaluation', 'indicator tracking', 'data analysis', 'reporting and evaluation']","This team will receive support from an institutional specialist in the electricity sector, an electromechanical engineer, a civil engineer, a resettlement specialist, a hydropower specialist, a legal advisor, a water resources specialist, a communications specialist, and a monitoring and evaluation (M&amp;E) specialist.",13
P075941,036,c0489e22-6a1b-4e52-974a-eb71bbb42134,public relations officer,1,0.86,False,Communications Officer,Provide information to the public in accessible formats and maintain dialogue with stakeholders as part of the project's stakeholder dialogue and communications strategy.,"['public messaging', 'stakeholder engagement', 'media relations', 'information materials production', 'local language communication']","The stakeholder dialogue will focus on the role of the RRFHP in the promotion of the Africa Region's abundant, clean energy in support of economic development and poverty reduction. The strategy will provide information to the public in a format and language that can easily be understood and maintain a dialogue with stakeholders.",14
P075941,037,3765a20d-5160-4e8f-82f1-ad7872b9db24,information manager,1,0.8,False,Knowledge Management Specialist,Develop and manage a knowledge-management component to document best practices and share them with stakeholders involved in similar ventures.,"['documenting best practices', 'knowledge sharing', 'stakeholder capacity building', 'report writing', 'information dissemination']",The strategy will also include a knowledge-management component to document best practices and share them with stakeholders involved in similar ventures.,14
P075941,038,a74f6c51-37e5-423e-aa5b-044e98663027,web content manager,1,0.86,False,Web Content Manager,Post all public project documents online on a dedicated project website and create hyperlinks to donor partner websites.,"['website content management', 'online document publishing', 'hyperlink management', 'web accessibility', 'content localization']","The RRFHP will adhere to the Bank's Access to Information Policy, and all public documents involving the project, including environmental and social impact reports, will be posted online on a dedicated website -www.worldbank.org/Rusomo. Hyperlinks to websites of all donor partners supporting RRFHP will be created.",14
P075941,039,8213b4bc-60ce-4ffc-9e00-9758fb2003c6,monitoring and evaluation officer,1,0.82,False,Monitoring and Evaluation Specialist,Design and implement continuous feedback capture during project implementation and coordinate harnessing the capacity of civil society in monitoring activities.,"['data collection and analysis', 'feedback mechanism design', 'community monitoring coordination', 'evaluation reporting', 'indicator development']","Therefore the Project's communications strategy emphasizes the continuous capturing of feedback during project implementation, harnessing the capacity of civil society in monitoring activities.",14
P075941,040,39e9fc8f-02bd-4577-b603-2dc96204ce74,community development officer,1,0.85,False,Community Liaison Officer,Conduct communications and consultations with affected communities to enhance public understanding of the project's strategic importance and to manage stakeholder issues.,"['community consultations', 'stakeholder engagement', 'grievance handling', 'social mobilization', 'local stakeholder mapping']","The Project's comprehensive program of communications and consultations will enhance public understanding of the Project's strategic importance to achieving national development objectives in the beneficiary countries of Burundi, Rwanda and Tanzania.",14
P075941,041,fb7e2f4f-1545-42f1-972e-94082e49c6dc,building construction worker,1,0.9,False,Construction Worker,Provide labor and execute works during the construction phase of the project.,"['construction site safety', 'heavy equipment operation', 'earthworks and concrete works', 'reading engineering drawings', 'work at heights safety']",The project will directly benefit the population in the project area by providing employment opportunities both during the construction phase and during plant operations over the long term.,1
P075941,042,72381086-cb6e-455e-a40b-ccb26550aab6,power production plant operator,3,0.9,False,Plant Operator,Operate and manage plant equipment during long-term plant operations.,"['hydroelectric equipment operation', 'routine maintenance procedures', 'monitoring and control systems operation', 'safety and emergency response', 'operational record keeping']",The project will directly benefit the population in the project area by providing employment opportunities both during the construction phase and during plant operations over the long term.,1
P075941,043,39e9fc8f-02bd-4577-b603-2dc96204ce74,community development officer,1,0.8,False,Community Liaison Officer,Plan and conduct extensive public consultations as part of the assessment and engagement with affected communities.,"['stakeholder engagement', 'public consultation facilitation', 'grievance redress management', 'community outreach and mobilization', 'reporting and documentation']",The project includes extensive public consultations as an integral part of the assessment.,1
P075941,044,1e55f5e3-2f02-434b-997b-9a9f3eb745e8,power lines supervisor,1,0.86,False,Transmission Line Engineer,"Design, supervise and manage the construction of transmission lines across beneficiary countries.","['overhead line design', 'structural analysis', 'site supervision', 'health and safety compliance', 'construction project management']","(c) The construction of transmission lines in the beneficiary countries as follows: 161 km in Burundi, 119 km in Rwanda and 98.20 km in Tanzania.",1
P075941,045,bea99fea-0383-4c63-b944-70d4799de2c5,project manager,2,0.86,False,Project Manager,Support set-up operations of the Rusumo Power Company Limited and the Rusumo Project Implementation Unit by providing project management staff.,"['project planning and scheduling', 'contract supervision', 'stakeholder coordination', 'reporting and monitoring']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,046,d7d986e1-7333-431b-9719-0c5c6939e360,civil engineer,1,0.88,False,Civil Engineer,"Provide senior civil engineering expertise for design, construction and supervision of the power plant complex and associated civil works.","['structural design and analysis', 'site supervision', 'earthworks and concrete technology', 'construction quality control']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,047,86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineer,2,0.88,False,Electrical Engineer,"Provide senior electrical engineering expertise for mechanical and electrical works, substations and power complex control systems.","['power systems design', 'substation and protection design', 'control systems integration', 'commissioning support']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,048,579254cf-6d69-4889-9000-9c79dc568644,mechanical engineer,3,0.86,False,Mechanical Engineer,"Provide senior mechanical engineering oversight for hydromechanical equipment, turbine-generator sets and auxiliaries.","['rotating equipment installation', 'hydromechanical systems', 'mechanical testing and commissioning', 'maintenance planning']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,049,0cca32c2-9308-4927-adb2-14771ab787f0,quantity surveyor,1,0.9,False,Quantity Surveyor,"Provide cost estimation, measurement and contract cost control for the power plant complex civil and related works.","['bill of quantities preparation', 'cost estimation', 'contract measurement', 'cost control and reporting']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,050,0561328b-875b-4ae2-9ba1-9af9049aef01,procurement category specialist,1,0.9,False,Procurement Specialist,"Support procurement processes, contractor selection and procurement administration for project works and goods.","['public procurement procedures', 'bid evaluation', 'contract administration', 'procurement planning']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,051,5e5b1b61-1351-4d3b-a293-deb3661715dd,financial controller,1,0.88,False,Financial Management Specialist,"Provide financial management oversight including budgeting, financial reporting and coordination of audits during project setup and implementation.","['budget preparation', 'financial reporting', 'fund disbursement control', 'audit coordination']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,052,bfe142b9-a049-4d41-89c4-fd2f34ac56b6,accounting assistant,1,0.86,False,Accounts Assistant,Handle accounts tasks to support project financial transactions and bookkeeping for the project implementation unit.,"['bookkeeping and ledgers', 'payment processing', 'invoice reconciliation', 'basic financial reporting']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,053,c8b296be-54ae-48cf-be21-031fa8457937,supply chain assistant,1,0.88,False,Logistics Assistant,"Support logistics functions including procurement logistics, transport coordination and site supplies for project implementation.","['inventory management', 'transport coordination', 'supply chain planning', 'site logistics coordination']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,054,b89ba3a8-f03a-46b8-ac54-c87d7204aad0,spokesperson,1,0.8,False,Communications Specialist,"Provide communications support, stakeholder engagement and disclosure activities during project preparation and implementation.","['stakeholder communications', 'public consultation', 'media relations', 'information disclosure']","This component will also finance staff costs to support the set-up operations of the Rusumo Power Company Limited  (RPCL) and NELSAP Rusumo Project Implementation  Unit (RPIU)  including a  project manager, senior  engineers  (civil, electrical and mechanical), a  quantity surveyor, a  safeguards  team, a procurement specialist, a  financial management  specialist, accounts and  logistics assistant, a communications  specialist and other  technical staff.",2
P075941,055,4b214899-ed00-4156-b269-a23df0fb1093,environmental protection manager,1,0.78,False,Environmental and Social Specialist,Implement the Environmental and Social Management Plan and the Resettlement Action Plan including compensation and livelihood restoration activities.,"['resettlement planning', 'livelihood restoration', 'environmental mitigation design', 'stakeholder engagement']",This component will  finance the  Environmental and Social Management  Plan (ESMP) and the Resettlement Action Plan (RAP)  including cash compensation to approximately Six  Hundred  Sixty Four  (664) project  affected  households and implementation of  the  associated Livelihood Restoration Program and the  Local  Area Development  Plan  (LADP).,2
P075941,056,2a914d26-42aa-46b5-acf3-097d51ba4617,construction engineer,2,0.78,False,Owner's Engineer,"Provide technical oversight and coordination of procurement, design, construction, interface management and preparation for operation and maintenance, and coordinate ESMP and RAP implementation.","['technical oversight', 'construction supervision', 'interface management', 'compliance coordination']","This component will finance an Owner's Engineer to assist the Project entity with: (i) overall project management  and supervision of the procurement,  design, construction, interface management and  preparation for operation and  maintenance of  the power plant complex; and (ii) coordination of  the implementation of  the ESMP RAP.",2
P075941,057,0dd7e6cd-2e5a-4fae-9ce0-6a3622d4019f,construction general supervisor,5,0.85,False,Construction Supervisor,"Supervise excavation, tunneling, concrete works, access road construction and on-site construction facilities for the power plant complex.","['site supervision', 'construction safety management', 'scheduling and sequencing', 'quality assurance']","This component comprises all  excavation/earth works, tunneling  and  concrete  for the power  plant complex  structures, including  a  barrage and  gated spillway, intake works  and diversion/power canal, surface powerhouse,  access roads  and construction site facilities such  as  offices and  housing.",2
P075941,058,1bdb7d70-1769-4338-aa90-d25a90fe8a6d,geological engineer,1,0.9,False,Geotechnical Engineer,Assess geological risk and provide geotechnical input for civil works and tunneling under a remeasurable civil works contract.,"['subsurface investigation', 'tunneling risk assessment', 'slope stability analysis', 'foundation design']","For these reasons, the project will be implemented  under  a two contract arrangement: (i)  civil works on a remeasurable  basis to  cater for  the geological risk; and (ii) E&M plant including hydromechanical equipment  on  an EPC basis.",2
P075941,059,76abbb82-c103-4d7a-a4c0-14dba4d6199a,commissioning engineer,1,0.9,False,Commissioning Engineer,"Carry out testing and commissioning of hydro-mechanical equipment, turbine-generator sets, substation and control systems for the power complex.","['testing and commissioning', 'system integration', 'performance validation', 'test procedure development']","This component  will  include  supply,  installation, testing and commissioning of: (i) hydro-mechanical equipment;  (ii) turbine-generator sets  and auxiliaries; (iii) generation substation; and  (iv) power  complex control and communications  equipment.",2
